"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-05-13","2017","05","13","","5.2","","1.0","","3.1","","14.9","","0.0","","","M","","M","4.4","","","","5","","37",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-05-14","2017","05","14","","7.6","","2.4","","5.0","","13.0","","0.0","","","M","","M","1.8","","","","8","","35",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-05-15","2017","05","15","","11.5","","2.0","","6.8","","11.2","","0.0","","","M","","M","0.0","","","","17","","33",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-05-16","2017","05","16","","7.2","","1.2","","4.2","","13.8","","0.0","","","M","","M","5.7","","","","2","","43",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-05-17","2017","05","17","","3.4","","-0.2","","1.6","","16.4","","0.0","","","M","","M","0.0","","","","36","","43",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-05-18","2017","05","18","","9.8","","-1.7","","4.1","","13.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-05-19","2017","05","19","","10.3","E","2.8","E","6.6","E","11.4","E","0.0","E","","M","","M","","M","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-05-20","2017","05","20","","17.9","","3.3","","10.6","","7.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-05-21","2017","05","21","","13.7","","4.7","","9.2","","8.8","","0.0","","","M","","M","0.0","","","","34","","39",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-05-22","2017","05","22","","9.4","","3.6","","6.5","","11.5","","0.0","","","M","","M","0.0","","","","5","","43",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-05-23","2017","05","23","","15.3","","5.5","","10.4","","7.6","","0.0","","","M","","M","0.0","","","","18","","37",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-05-24","2017","05","24","","14.8","","6.9","","10.9","","7.1","","0.0","","","M","","M","0.0","","","","15","","50",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-05-25","2017","05","25","","12.4","","7.3","","9.9","","8.1","","0.0","","","M","","M","0.0","","","","16","","44",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-05-26","2017","05","26","","11.2","","7.2","","9.2","","8.8","","0.0","","","M","","M","0.4","","","","18","","37",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-05-27","2017","05","27","","11.4","","6.1","","8.8","","9.2","","0.0","","","M","","M","0.2","","","","32","","33",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-05-28","2017","05","28","","6.5","","5.1","","5.8","","12.2","","0.0","","","M","","M","0.0","","","","32","","44",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-05-29","2017","05","29","","5.7","","4.3","","5.0","","13.0","","0.0","","","M","","M","1.2","","","","34","","50",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-05-30","2017","05","30","","12.2","","5.6","","8.9","","9.1","","0.0","","","M","","M","0.0","","","","35","","52",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-05-31","2017","05","31","","13.7","","5.0","","9.4","","8.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-01","2017","06","01","","19.5","","9.2","","14.4","","3.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-02","2017","06","02","","19.7","","10.6","","15.2","","2.8","","0.0","","","M","","M","3.4","","","","22","","80",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-03","2017","06","03","","16.5","","8.6","","12.6","","5.4","","0.0","","","M","","M","3.6","","","","19","","52",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-04","2017","06","04","","11.3","","8.0","","9.7","","8.3","","0.0","","","M","","M","0.0","","","","31","","39",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-05","2017","06","05","","19.1","","10.5","","14.8","","3.2","","0.0","","","M","","M","0.0","","","","18","","35",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-06","2017","06","06","","19.5","","10.0","","14.8","","3.2","","0.0","","","M","","M","0.0","","","","35","","37",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-07","2017","06","07","","21.8","","9.7","","15.8","","2.2","","0.0","","","M","","M","0.0","","","","34","","41",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-08","2017","06","08","","20.1","","12.0","","16.1","","1.9","","0.0","","","M","","M","0.0","","","","6","","35",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-09","2017","06","09","","20.0","","11.9","","16.0","","2.0","","0.0","","","M","","M","0.0","","","","16","","33",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-10","2017","06","10","","14.4","","7.7","","11.1","","6.9","","0.0","","","M","","M","38.5","","","","3","","59",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-11","2017","06","11","","13.7","","7.8","","10.8","","7.2","","0.0","","","M","","M","1.0","","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-12","2017","06","12","","15.6","","8.7","","12.2","","5.8","","0.0","","","M","","M","0.0","","","","29","","41",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-13","2017","06","13","","21.2","","9.0","","15.1","","2.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-14","2017","06","14","","15.8","","12.0","","13.9","","4.1","","0.0","","","M","","M","20.1","","","","7","","56",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-15","2017","06","15","","13.7","","10.0","","11.9","","6.1","","0.0","","","M","","M","16.3","","","","31","","56",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-16","2017","06","16","","10.2","","8.9","","9.6","","8.4","","0.0","","","M","","M","2.0","","","","32","","46",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-17","2017","06","17","","12.1","","9.5","","10.8","","7.2","","0.0","","","M","","M","0.2","","","","2","","35",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-18","2017","06","18","","13.8","","10.6","","12.2","","5.8","","0.0","","","M","","M","0.0","","","","35","","33",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-19","2017","06","19","","18.2","","10.6","","14.4","","3.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-20","2017","06","20","","","M","12.6","E","","M","","M","","M","","M","","M","","M","","","","M","","M"
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-21","2017","06","21","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-22","2017","06","22","","","M","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-23","2017","06","23","","13.7","","9.8","","11.8","","6.2","","0.0","","","M","","M","4.5","","","","31","","57",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-24","2017","06","24","","","M","9.8","E","","M","","M","","M","","M","","M","","M","","","","M","","M"
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-25","2017","06","25","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-26","2017","06","26","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-27","2017","06","27","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-28","2017","06","28","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-29","2017","06","29","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-06-30","2017","06","30","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-01","2017","07","01","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-02","2017","07","02","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-03","2017","07","03","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-04","2017","07","04","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-05","2017","07","05","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-06","2017","07","06","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-07","2017","07","07","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-08","2017","07","08","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-09","2017","07","09","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-10","2017","07","10","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-11","2017","07","11","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-12","2017","07","12","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-13","2017","07","13","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-14","2017","07","14","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-15","2017","07","15","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-16","2017","07","16","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-17","2017","07","17","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-18","2017","07","18","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-19","2017","07","19","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-20","2017","07","20","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-21","2017","07","21","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-22","2017","07","22","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-23","2017","07","23","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-24","2017","07","24","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-25","2017","07","25","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-26","2017","07","26","","","","","","","","","","","","","","","","","","","","","","",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-27","2017","07","27","","","M","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-28","2017","07","28","","26.3","","20.9","","23.6","","0.0","","5.6","","","M","","M","0.0","","","","19","","41",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-29","2017","07","29","","26.4","","18.8","","22.6","","0.0","","4.6","","","M","","M","8.5","","","","25","","69",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-30","2017","07","30","","27.5","","21.1","","24.3","","0.0","","6.3","","","M","","M","0.0","","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-07-31","2017","07","31","","24.1","","19.0","","21.6","","0.0","","3.6","","","M","","M","4.1","","","","21","","95",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-01","2017","08","01","","20.2","","14.4","","17.3","","0.7","","0.0","","","M","","M","5.5","","","","1","","59",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-02","2017","08","02","","19.0","","14.0","","16.5","","1.5","","0.0","","","M","","M","0.0","","","","8","","37",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-03","2017","08","03","","","M","15.9","E","","M","","M","","M","","M","","M","","M","","","31","","44",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-04","2017","08","04","","21.3","","18.8","","20.1","","0.0","","2.1","","","M","","M","0.0","","","","34","","35",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-05","2017","08","05","","21.4","","16.6","","19.0","","0.0","","1.0","","","M","","M","0.0","","","","8","","35",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-06","2017","08","06","","24.4","","18.7","","21.6","","0.0","","3.6","","","M","","M","0.0","","","","23","","32",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-07","2017","08","07","","21.4","","17.4","","19.4","","0.0","","1.4","","","M","","M","0.4","","","","1","","37",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-08","2017","08","08","","21.8","","17.1","","19.5","","0.0","","1.5","","","M","","M","0.0","","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-09","2017","08","09","","21.4","","17.6","","19.5","","0.0","","1.5","","","M","","M","0.0","","","","34","","33",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-10","2017","08","10","","24.0","","16.7","","20.4","","0.0","","2.4","","","M","","M","0.0","","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-11","2017","08","11","","25.6","","19.2","","22.4","","0.0","","4.4","","","M","","M","0.0","","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-12","2017","08","12","","26.3","","18.5","","22.4","","0.0","","4.4","","","M","","M","0.0","","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-13","2017","08","13","","26.4","","20.9","","23.7","","0.0","","5.7","","","M","","M","0.0","","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-14","2017","08","14","","25.3","","19.9","","22.6","","0.0","","4.6","","","M","","M","0.0","","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-15","2017","08","15","","25.1","","18.5","","21.8","","0.0","","3.8","","","M","","M","0.0","","","","19","","35",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-16","2017","08","16","","23.0","","16.7","","19.9","","0.0","","1.9","","","M","","M","1.9","","","","20","","61",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-17","2017","08","17","","25.1","","18.4","","21.8","","0.0","","3.8","","","M","","M","0.0","","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-18","2017","08","18","","24.8","","18.8","","21.8","","0.0","","3.8","","","M","","M","0.0","","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-19","2017","08","19","","25.4","","20.0","","22.7","","0.0","","4.7","","","M","","M","0.4","","","","30","","70",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-20","2017","08","20","","23.4","","18.2","","20.8","","0.0","","2.8","","","M","","M","1.6","","","","30","","65",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-21","2017","08","21","","20.4","","15.0","","17.7","","0.3","","0.0","","","M","","M","2.1","","","","32","","74",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-22","2017","08","22","","18.2","","14.4","","16.3","","1.7","","0.0","","","M","","M","1.9","","","","1","","54",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-23","2017","08","23","","17.8","","13.0","","15.4","","2.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-24","2017","08","24","","19.7","","15.1","","17.4","","0.6","","0.0","","","M","","M","0.0","","","","16","","41",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-25","2017","08","25","","22.0","","16.6","","19.3","","0.0","","1.3","","","M","","M","0.0","","","","17","","50",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-26","2017","08","26","","20.4","","16.8","","18.6","","0.0","","0.6","","","M","","M","7.6","","","","18","","50",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-27","2017","08","27","","22.9","","17.4","","20.2","","0.0","","2.2","","","M","","M","0.2","","","","21","","32",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-28","2017","08","28","","24.9","","20.0","","22.5","","0.0","","4.5","","","M","","M","0.0","","","","24","","37",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-29","2017","08","29","","21.0","E","","M","","M","","M","","M","","M","","M","","M","","","3","","43",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-30","2017","08","30","","17.4","","12.9","","15.2","","2.8","","0.0","","","M","","M","0.0","","","","6","","41",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-08-31","2017","08","31","","21.4","","15.8","","18.6","","0.0","","0.6","","","M","","M","0.2","","","","17","","70",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-01","2017","09","01","","20.7","","16.7","","18.7","","0.0","","0.7","","","M","","M","24.9","","","","18","","82",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-02","2017","09","02","","23.0","","18.1","","20.6","","0.0","","2.6","","","M","","M","0.0","","","","29","","35",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-03","2017","09","03","","19.5","","15.4","","17.5","","0.5","","0.0","","","M","","M","1.4","","","","33","","74",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-04","2017","09","04","","17.3","","13.3","","15.3","","2.7","","0.0","","","M","","M","3.4","","","","33","","78",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-05","2017","09","05","","15.7","","13.0","","14.4","","3.6","","0.0","","","M","","M","0.5","","","","1","","52",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-06","2017","09","06","","18.1","","13.5","","15.8","","2.2","","0.0","","","M","","M","0.0","","","","18","","44",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-07","2017","09","07","","18.4","","10.6","","14.5","","3.5","","0.0","","","M","","M","0.0","T","","","7","","44",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-08","2017","09","08","","19.4","","14.7","","17.1","","0.9","","0.0","","","M","","M","0.2","","","","20","","59",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-09","2017","09","09","","20.0","","16.1","","18.1","","0.0","","0.1","","","M","","M","0.2","","","","20","","63",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-10","2017","09","10","","22.5","","18.0","","20.3","","0.0","","2.3","","","M","","M","0.3","","","","18","","67",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-11","2017","09","11","","22.2","","16.7","","19.5","","0.0","","1.5","","","M","","M","0.0","T","","","29","","50",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-12","2017","09","12","","22.1","","14.3","","18.2","","0.0","","0.2","","","M","","M","0.2","","","","1","","52",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-13","2017","09","13","","14.9","","10.4","","12.7","","5.3","","0.0","","","M","","M","1.1","","","","7","","37",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-14","2017","09","14","","14.9","","10.5","","12.7","","5.3","","0.0","","","M","","M","0.0","","","","7","","32",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-15","2017","09","15","","15.0","","10.0","","12.5","","5.5","","0.0","","","M","","M","0.4","","","","5","","54",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-16","2017","09","16","","14.0","","8.0","","11.0","","7.0","","0.0","","","M","","M","3.0","","","","6","","52",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-17","2017","09","17","","9.7","","5.6","","7.7","","10.3","","0.0","","","M","","M","14.6","","","","3","","48",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-18","2017","09","18","","13.7","","8.1","","10.9","","7.1","","0.0","","","M","","M","0.6","","","","32","","54",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-19","2017","09","19","","17.1","","9.7","","13.4","","4.6","","0.0","","","M","","M","2.3","","","","11","","52",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-20","2017","09","20","","16.9","","11.7","","14.3","","3.7","","0.0","","","M","","M","10.9","","","","23","","74",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-21","2017","09","21","","","M","14.9","E","","M","","M","","M","","M","","M","","M","","","21","","54",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-22","2017","09","22","","14.8","","10.2","","12.5","","5.5","","0.0","","","M","","M","0.4","","","","34","","41",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-23","2017","09","23","","12.5","","9.6","","11.1","","6.9","","0.0","","","M","","M","0.2","","","","4","","37",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-24","2017","09","24","","9.8","","8.5","","9.2","","8.8","","0.0","","","M","","M","1.2","","","","2","","41",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-25","2017","09","25","","11.5","","7.2","","9.4","","8.6","","0.0","","","M","","M","0.0","T","","","5","","35",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-26","2017","09","26","","13.0","","9.6","","11.3","","6.7","","0.0","","","M","","M","0.0","","","","21","","33",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-27","2017","09","27","","17.4","","11.2","","14.3","","3.7","","0.0","","","M","","M","0.3","","","","35","","44",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-28","2017","09","28","","13.7","","10.0","","11.9","","6.1","","0.0","","","M","","M","0.5","","","","36","","50",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-29","2017","09","29","","13.9","","9.5","","11.7","","6.3","","0.0","","","M","","M","0.3","","","","20","","61",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-09-30","2017","09","30","","16.1","E","12.0","E","14.1","E","3.9","E","0.0","E","","M","","M","","M","","","20","","61",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-10-01","2017","10","01","","16.7","","13.6","","15.2","","2.8","","0.0","","","M","","M","8.0","","","","16","","52",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-10-02","2017","10","02","","14.4","","10.8","","12.6","","5.4","","0.0","","","M","","M","5.0","","","","22","","63",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-10-03","2017","10","03","","","M","10.6","E","","M","","M","","M","","M","","M","","M","","","4","","50",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-10-04","2017","10","04","","12.2","","7.7","","10.0","","8.0","","0.0","","","M","","M","1.6","","","","32","","56",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-10-05","2017","10","05","","12.8","","7.7","","10.3","","7.7","","0.0","","","M","","M","0.7","","","","23","","48",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-10-06","2017","10","06","","15.3","","11.4","","13.4","","4.6","","0.0","","","M","","M","0.4","","","","19","","63",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-10-07","2017","10","07","","13.9","","10.9","","12.4","","5.6","","0.0","","","M","","M","0.8","","","","30","","69",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-10-08","2017","10","08","","11.6","","5.0","","8.3","","9.7","","0.0","","","M","","M","5.2","","","","32","","61",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-10-09","2017","10","09","","","M","3.5","E","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-10-10","2017","10","10","","13.0","E","","M","","M","","M","","M","","M","","M","","M","","","20","","52",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-10-11","2017","10","11","","12.5","","7.7","","10.1","","7.9","","0.0","","","M","","M","0.0","","","","18","","54",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-10-12","2017","10","12","","11.6","","7.5","","9.6","","8.4","","0.0","","","M","","M","3.8","","","","29","","50",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-10-13","2017","10","13","","7.9","","2.9","","5.4","","12.6","","0.0","","","M","","M","2.8","","","","28","","63",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-10-14","2017","10","14","","6.1","","2.6","","4.4","","13.6","","0.0","","","M","","M","0.2","","","","23","","46",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-10-15","2017","10","15","","7.5","","5.3","","6.4","","11.6","","0.0","","","M","","M","0.8","","","","30","","50",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-10-16","2017","10","16","","14.3","","6.3","","10.3","","7.7","","0.0","","","M","","M","0.4","","","","19","","59",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-10-17","2017","10","17","","13.7","","6.1","","9.9","","8.1","","0.0","","","M","","M","0.0","","","","17","","52",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-10-18","2017","10","18","","11.8","E","","M","","M","","M","","M","","M","","M","","M","","","24","","107",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-10-19","2017","10","19","","9.0","","3.7","","6.4","","11.6","","0.0","","","M","","M","0.5","","","","30","","63",""
"-97.62","52.82","GEORGE ISLAND (AUT)","5030984","2017-10-20","2017","10","20","","12.9","","5.7","","9.3","","8.7","","0.0","","","M","","M","0.0","","","","8","","35",""
