"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-04","2020","02","04","","0.8","","-1.7","","-0.4","","18.4","","0.0","","","","","","3.7","","","","4","","36",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-05","2020","02","05","","2.2","","0.0","","1.1","","16.9","","0.0","","","","","","6.1","","2","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-06","2020","02","06","","5.1","","1.8","","3.4","","14.6","","0.0","","","","","","13.1","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-07","2020","02","07","","6.8","","3.4","","5.1","","12.9","","0.0","","","","","","11.4","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-08","2020","02","08","","9.7","","2.9","","6.3","","11.7","","0.0","","","","","","6.9","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-09","2020","02","09","","4.9","","0.7","","2.8","","15.2","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-10","2020","02","10","","8.0","","-0.9","","3.6","","14.4","","0.0","","","","","","0.1","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-11","2020","02","11","","7.2","","2.4","","4.8","","13.2","","0.0","","","","","","0.8","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-12","2020","02","12","","9.3","","3.1","","6.2","","11.8","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-13","2020","02","13","","6.8","","3.0","","4.9","","13.1","","0.0","","","","","","5.7","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-14","2020","02","14","","8.8","","4.4","","6.6","","11.4","","0.0","","","","","","2.5","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-15","2020","02","15","","5.5","","3.7","","4.6","","13.4","","0.0","","","","","","14.2","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-16","2020","02","16","","7.2","","3.0","","5.1","","12.9","","0.0","","","","","","9.1","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-17","2020","02","17","","7.0","","2.6","","4.8","","13.2","","0.0","","","","","","0.8","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-18","2020","02","18","","8.7","","-0.4","","4.2","","13.8","","0.0","","","","","","0.0","","","","","M","","M"
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-19","2020","02","19","","10.2","","2.1","","6.2","","11.8","","0.0","","","","","","0.0","","","","2","","40",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-20","2020","02","20","","11.2","","1.2","","6.2","","11.8","","0.0","","","","","","0.3","","","","3","","43",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-21","2020","02","21","","11.6","","-0.4","","5.6","","12.4","","0.0","","","","","","0.2","","","","5","","39",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-22","2020","02","22","","7.2","","3.2","","5.2","","12.8","","0.0","","","","","","8.6","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-23","2020","02","23","","8.6","","1.9","","5.2","","12.8","","0.0","","","","","","17.4","","","","20","","42",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-24","2020","02","24","","7.8","","1.9","","4.9","","13.1","","0.0","","","","","","3.8","","","","23","","42",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-25","2020","02","25","","6.1","","0.5","","3.3","","14.7","","0.0","","","","","","2.5","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-26","2020","02","26","","8.7","","3.2","","6.0","","12.0","","0.0","","","","","","1.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-27","2020","02","27","","8.1","","4.5","","6.3","","11.7","","0.0","","","","","","1.2","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-28","2020","02","28","","8.9","","1.2","","5.1","","12.9","","0.0","","","","","","4.0","","","","23","","42",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-02-29","2020","02","29","","8.9","","3.5","","6.2","","11.8","","0.0","","","","","","12.2","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-01","2020","03","01","","6.9","","0.3","","3.6","","14.4","","0.0","","","","","","2.3","","","","22","","35",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-02","2020","03","02","","5.0","","3.0","","4.0","","14.0","","0.0","","","","","","10.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-03","2020","03","03","","9.7","","4.9","","7.3","","10.7","","0.0","","","","","","6.6","","","","23","","42",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-04","2020","03","04","","11.1","","2.5","","6.8","","11.2","","0.0","","","","","","0.0","","","","23","","50",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-05","2020","03","05","","6.6","","4.1","","5.3","","12.7","","0.0","","","","","","14.7","","","","2","","36",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-06","2020","03","06","","7.5","","3.2","","5.4","","12.6","","0.0","","","","","","4.9","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-07","2020","03","07","","5.6","","1.7","","3.7","","14.3","","0.0","","","","","","2.2","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-08","2020","03","08","","8.1","","0.7","","4.4","","13.6","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-09","2020","03","09","","9.3","","-0.1","","4.6","","13.4","","0.0","","","","","","0.1","","","","4","","31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-10","2020","03","10","","5.6","","-0.6","","2.5","","15.5","","0.0","","","","","","6.8","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-11","2020","03","11","","10.4","","3.7","","7.0","","11.0","","0.0","","","","","","2.8","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-12","2020","03","12","","7.9","","-0.5","","3.7","","14.3","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-13","2020","03","13","","5.3","","-0.3","","2.5","","15.5","","0.0","","","","","","0.0","","","","33","","60",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-14","2020","03","14","","1.3","","-3.5","","-1.1","","19.1","","0.0","","","","","","0.0","","","","33","","70",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-15","2020","03","15","","7.6","","-2.2","","2.7","","15.3","","0.0","","","","","","0.0","","","","32","","78",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-16","2020","03","16","","15.2","","2.8","","9.0","","9.0","","0.0","","","","","","0.1","","","","33","","63",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-17","2020","03","17","","17.7","","2.6","","10.2","","7.8","","0.0","","","","","","0.3","","","","3","","41",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-18","2020","03","18","","16.6","","4.4","","10.5","","7.5","","0.0","","","","","","0.1","","","","35","","40",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-19","2020","03","19","","16.0","","4.2","","10.1","","7.9","","0.0","","","","","","0.2","","","","4","","39",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-20","2020","03","20","","15.9","","3.0","","9.4","","8.6","","0.0","","","","","","0.1","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-21","2020","03","21","","15.1","","1.7","","8.4","","9.6","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-22","2020","03","22","","13.2","","-0.1","","6.5","","11.5","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-23","2020","03","23","","9.3","","2.5","","5.9","","12.1","","0.0","","","","","","13.0","","","","8","","34",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-24","2020","03","24","","11.0","","2.1","","6.5","","11.5","","0.0","","","","","","1.3","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-25","2020","03","25","","11.9","","3.6","","7.8","","10.2","","0.0","","","","","","0.3","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-26","2020","03","26","","8.7","","2.0","","5.3","","12.7","","0.0","","","","","","1.2","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-27","2020","03","27","","8.6","","4.0","","6.3","","11.7","","0.0","","","","","","1.7","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-28","2020","03","28","","9.8","","6.6","","8.2","","9.8","","0.0","","","","","","8.3","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-29","2020","03","29","","11.1","","6.6","","8.9","","9.1","","0.0","","","","","","10.6","","","","5","","34",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-30","2020","03","30","","9.6","","3.0","","6.3","","11.7","","0.0","","","","","","8.2","","","","21","","43",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-03-31","2020","03","31","","9.2","","2.0","","5.6","","12.4","","0.0","","","","","","0.6","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-01","2020","04","01","","7.9","","1.7","","4.8","","13.2","","0.0","","","","","","0.8","","","","33","","48",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-02","2020","04","02","","6.8","","1.3","","4.1","","13.9","","0.0","","","","","","0.0","","","","3","","41",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-03","2020","04","03","","6.6","","0.5","","3.5","","14.5","","0.0","","","","","","7.2","","","","","M","","M"
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-04","2020","04","04","","10.2","","1.4","","5.8","","12.2","","0.0","","","","","","0.0","","","","5","","40",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-05","2020","04","05","","11.2","","4.3","","7.7","","10.3","","0.0","","","","","","0.0","","","","33","","39",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-06","2020","04","06","","14.9","","2.5","","8.7","","9.3","","0.0","","","","","","0.0","","","","6","","32",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-07","2020","04","07","","13.8","","3.5","","8.7","","9.3","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-08","2020","04","08","","17.8","","2.9","","10.3","","7.7","","0.0","","","","","","0.2","","","","4","","40",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-09","2020","04","09","","19.0","","4.6","","11.8","","6.2","","0.0","","","","","","0.0","","","","3","","33",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-10","2020","04","10","","17.0","","4.0","","10.5","","7.5","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-11","2020","04","11","","15.7","","6.5","","11.1","","6.9","","0.0","","","","","","0.7","","","","11","","53",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-12","2020","04","12","","15.4","","3.8","","9.6","","8.4","","0.0","","","","","","0.0","","","","31","","36",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-13","2020","04","13","","17.3","","4.7","","11.0","","7.0","","0.0","","","","","","0.0","","","","3","","42",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-14","2020","04","14","","17.0","","3.2","","10.1","","7.9","","0.0","","","","","","0.0","","","","22","","35",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-15","2020","04","15","","19.9","","7.0","","13.4","","4.6","","0.0","","","","","","0.0","","","","33","","38",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-16","2020","04","16","","20.4","","6.9","","13.6","","4.4","","0.0","","","","","","0.0","","","","4","","44",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-17","2020","04","17","","16.0","","4.1","","10.1","","7.9","","0.0","","","","","","0.0","","","","4","","36",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-18","2020","04","18","","18.7","","9.0","","13.9","","4.1","","0.0","","","","","","0.0","","","","2","","33",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-19","2020","04","19","","17.5","","7.8","","12.7","","5.3","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-20","2020","04","20","","18.4","","6.0","","12.2","","5.8","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-21","2020","04","21","","14.5","","9.4","","12.0","","6.0","","0.0","","","","","","0.1","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-22","2020","04","22","","12.0","","8.9","","10.5","","7.5","","0.0","","","","","","5.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-23","2020","04","23","","15.4","","9.2","","12.3","","5.7","","0.0","","","","","","0.8","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-24","2020","04","24","","17.1","","6.2","","11.7","","6.3","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-25","2020","04","25","","16.1","","9.1","","12.6","","5.4","","0.0","","","","","","11.7","","","","24","","51",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-26","2020","04","26","","14.9","","5.8","","10.3","","7.7","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-27","2020","04","27","","15.0","","7.1","","11.1","","6.9","","0.0","","","","","","11.4","","","","16","","61",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-28","2020","04","28","","15.7","","7.4","","11.6","","6.4","","0.0","","","","","","0.0","","","","36","","34",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-29","2020","04","29","","13.8","","7.7","","10.8","","7.2","","0.0","","","","","","11.2","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-04-30","2020","04","30","","14.4","","6.7","","10.5","","7.5","","0.0","","","","","","22.9","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-01","2020","05","01","","18.3","","4.5","","11.4","","6.6","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-02","2020","05","02","","17.9","","8.2","","13.1","","4.9","","0.0","","","","","","7.0","","","","5","","34",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-03","2020","05","03","","13.2","","6.3","","9.8","","8.2","","0.0","","","","","","2.1","","","","26","","33",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-04","2020","05","04","","17.0","","3.7","","10.4","","7.6","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-05","2020","05","05","","21.8","","8.7","","15.2","","2.8","","0.0","","","","","","2.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-06","2020","05","06","","16.2","","8.5","","12.4","","5.6","","0.0","","","","","","5.7","","","","22","","39",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-07","2020","05","07","","21.3","","3.4","","12.3","","5.7","","0.0","","","","","","0.0","","","","3","","34",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-08","2020","05","08","","26.2","","11.4","","18.8","","0.0","","0.8","","","","","","0.0","","","","32","","42",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-09","2020","05","09","","28.4","","14.5","","21.4","","0.0","","3.4","","","","","","0.0","","","","5","","39",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-10","2020","05","10","","28.8","","16.2","","22.5","","0.0","","4.5","","","","","","0.0","","","","6","","40",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-11","2020","05","11","","26.9","","16.3","","21.6","","0.0","","3.6","","","","","","0.0","","","","34","","38",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-12","2020","05","12","","16.3","","11.7","","14.0","","4.0","","0.0","","","","","","10.1","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-13","2020","05","13","","17.5","","11.1","","14.3","","3.7","","0.0","","","","","","5.8","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-14","2020","05","14","","17.7","","8.7","","13.2","","4.8","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-15","2020","05","15","","19.0","","11.3","","15.2","","2.8","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-16","2020","05","16","","16.6","","11.3","","13.9","","4.1","","0.0","","","","","","1.4","","","","3","","34",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-17","2020","05","17","","18.6","","11.4","","15.0","","3.0","","0.0","","","","","","8.6","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-18","2020","05","18","","21.1","","10.8","","15.9","","2.1","","0.0","","","","","","0.0","","","","4","","34",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-19","2020","05","19","","20.3","","8.9","","14.6","","3.4","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-20","2020","05","20","","15.6","","10.5","","13.1","","4.9","","0.0","","","","","","0.2","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-21","2020","05","21","","16.2","","8.5","","12.4","","5.6","","0.0","","","","","","4.9","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-22","2020","05","22","","14.4","","8.6","","11.5","","6.5","","0.0","","","","","","17.6","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-23","2020","05","23","","16.3","","8.6","","12.5","","5.5","","0.0","","","","","","0.2","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-24","2020","05","24","","19.7","","9.8","","14.8","","3.2","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-25","2020","05","25","","15.3","","12.7","","14.0","","4.0","","0.0","","","","","","12.8","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-26","2020","05","26","","19.8","","9.5","","14.6","","3.4","","0.0","","","","","","0.8","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-27","2020","05","27","","25.1","","7.1","","16.1","","1.9","","0.0","","","","","","0.0","","","","2","","35",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-28","2020","05","28","","28.0","","14.6","","21.3","","0.0","","3.3","","","","","","0.0","","","","5","","39",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-29","2020","05","29","","27.0","","14.6","","20.8","","0.0","","2.8","","","","","","0.0","","","","5","","31",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-30","2020","05","30","","17.3","","11.0","","14.1","","3.9","","0.0","","","","","","36.5","","","","3","","92",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-05-31","2020","05","31","","17.5","","8.9","","13.2","","4.8","","0.0","","","","","","3.1","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-06-01","2020","06","01","","19.5","","6.5","","13.0","","5.0","","0.0","","","","","","0.0","","","","4","","32",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-06-02","2020","06","02","","15.2","","7.1","","11.2","","6.8","","0.0","","","","","","5.4","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-06-03","2020","06","03","","18.6","","9.2","","13.9","","4.1","","0.0","","","","","","0.1","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-06-04","2020","06","04","","17.5","","6.8","","12.2","","5.8","","0.0","","","","","","0.0","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-06-05","2020","06","05","","18.9","","9.8","","14.4","","3.6","","0.0","","","","","","0.5","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-06-06","2020","06","06","","18.1","","8.3","","13.2","","4.8","","0.0","","","","","","0.5","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-06-07","2020","06","07","","18.1","","11.0","","14.6","","3.4","","0.0","","","","","","0.2","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-06-08","2020","06","08","","16.4","","9.9","","13.1","","4.9","","0.0","","","","","","10.7","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-06-09","2020","06","09","","14.4","","9.6","","12.0","","6.0","","0.0","","","","","","5.6","","","","","","",""
"-121.76","49.24","AGASSIZ RCS","1100119","2020-06-10","2020","06","10","","22.0","","12.5","","17.3","","0.7","","0.0","","","","","","0.7","","","","","","",""
